"#","Company","Contact","City","Phone","Email","Website","Status","Notes"
"212","Solar Power Systems Fort Worth","Solar Power Systems Fort Worth","Fort Worth","(817) 330-6766","info@solarpowersystemstexas.com","http://www.solarpowersystemstexas.com/location/Fort-Worth","not_called",""
"213","Sol Nova Electric","Tony Trammell","Fort Worth","(833) 765-6682","info@solnovaelectric.com","www.solnovaelectric.com","not_called",""
"214","SolarCo. Texas","SolarCo. Texas","Fort Worth","(817) 751-8911","info@gosouthernsolar.com","http://gosouthernsolar.com/","not_called",""
"215","Sonfis, LLC","Michael Fry","Fort Worth","(817) 231-0171","","","not_called",""
"216","Kaco Energy LLC","Adrian Guzman","Fort Worth","(210) 446-4238","","","not_called",""
"217","Edge North America","Anthony Gust","Fort Worth","(817) 732-4473","info@edgena.com","https://edgena.com","not_called",""
"218","Eclipse Solar","Eclipse Solar","Fort Worth","(214) 973-6417","info@eclipsesolarinfo.com","http://www.eclipsesolarinfo.com/","not_called",""
"219","Circle L Solar","Circle L Solar","Fort Worth","(817) 945-2011","info@circlelsolar.com","https://www.circlelsolar.com/","not_called",""
"220","Sunton Solutions LLC | Solar Panel Cleaning","Sunton Solutions LLC | Solar Panel Cleaning","Fort Worth","(817) 353-5479","chance@suntonsolutions.com","https://suntonsolutions.com/","not_called",""
"221","Pulse Turnkey- Formerly Texas Solar Solutions LLC","Pulse Turnkey- Formerly Texas Solar Solutions LLC","Fort Worth","(817) 903-2295","info@pulseturnkey.com","http://pulseturnkey.com/","not_called",""
"222","Suntria | Texas Solar Panel Installers","Suntria | Texas Solar Panel Installers","Fort Worth","(469) 277-9918","contact@suntria.com","https://www.suntria.com/","not_called",""
"223","Solnova","Solnova","Fort Worth","(833) 765-6682","user@domain.com","http://www.gosolnova.com/","not_called",""
"224","Nivo Solar","Nivo Solar","Abilene","(718) 810-8817","info@mynivohome.com","https://mynivohome.com/","not_called",""
"225","West Texas Solar","West Texas Solar","Abilene","(325) 244-1917","info@west-texas-solar.com","https://www.west-texas-solar.com/","not_called",""
"226","Sunaura Solar","Sunaura Solar","Addison","(469) 895-9450","contact@gosunaura.com","https://www.gosunaura.com/","not_called",""
"227","Efficient Home Services","Efficient Home Services","Aledo","(844) 778-8810","leads@goehs.com","https://www.goehs.com/fort-worth-solar-panel-installation/","not_called",""
"228","Sol-Ark HQ","Sol-Ark HQ","Allen","(972) 575-8875","notifications@sol-ark.com","https://www.sol-ark.com/","not_called",""
"229","Solar Electrical & Retrofit Solutions Inc","Solar Electrical & Retrofit Solutions Inc","Alvarado","(817) 313-4571","info@serdallas.com","https://serdallas.com/","not_called",""
"230","Amarillo Solar Pros","Amarillo Solar Pros","Amarillo","(806) 318-8418","walter@11marketing.net","https://amarillosolarpros.com/","not_called",""
"231","Panhandle Solar Consultants","Panhandle Solar Consultants","Amarillo","(806) 730-0399","typesetit@att.net","http://www.panhandlesolarconsultants.com/","not_called",""
"232","Amarillo Solar Shade Co.","Amarillo Solar Shade Co.","Amarillo","(806) 214-2345","info@amarillosolarshades.com","https://amarillosolarshades.com/?utm_source=google&utm_medium=organic&utm_campaign=gmbwebsite","not_called",""
"233","Pure Energy Amarillo Solar","Pure Energy Amarillo Solar","Amarillo","(806) 454-7873","filler@godaddy.com","http://pureenergyofamarillo.com/","not_called",""
"234","Green Energy Specialties","Green Energy Specialties","Argyle","(940) 464-4219","","","not_called",""
"235","SolarLife Technology","SolarLife Technology","Arlington","(817) 677-9100","info@solarlifetech.com","http://solarlifetech.com/","not_called",""
"236","Greentech Renewables Dallas","Greentech Renewables Dallas","Arlington","(972) 972-4510","hello@greentechrenewables.com","https://www.cedgreentech.com/","not_called",""
"237","Energy Renovation Center - TX","Energy Renovation Center - TX","Arlington","(682) 222-1490","info@energyrenovationcenter.com","https://energyrenovationcenter.com/","not_called",""
"238","Solar Power Systems Arlington","Solar Power Systems Arlington","Arlington","(817) 774-4819","info@solarpowersystemstexas.com","http://www.solarpowersystemstexas.com/location/Arlington","not_called",""
"239","Pure Energy Solar Systems","Pure Energy Solar Systems","Arlington","(817) 512-1710","","","not_called",""
"240","Best Way Solar - Solar Installation & Maintenance Services","Best Way Solar - Solar Installation & Maintenance Services","Arlington","(844) 766-3929","info@bestwaysolar.org","https://bestwaysolar.org/","not_called",""
"241","Solar Supply","Solar Supply","Arlington","(817) 402-7657","info@solarsupply.us","http://www.solarsupply.us/","not_called",""
"242","CoServ Solar Station","CoServ Solar Station","Aubrey","(940) 321-7800","contact@coserv.com","https://www.coserv.com/Energy-Solutions/Solar","not_called",""
"243","Fortress Power","Jeremy Roberts","Bastrop","(877) 497-6937","sales@fortresspower.com","fortresspower.com","not_called",""
"244","The Solar Maintenance Guys","The Solar Maintenance Guys","Bedford","(682) 346-2225","info@solarmaintenanceguys.com","http://solarmaintenanceguys.com/","not_called",""
"245","Green Dream Solar LLC","Francesco Duran","Bexar County","(830) 438-3396","","","not_called",""
"246","SunBear","SunBear","Boerne","(830) 321-4488","info@sunbear.solar","https://www.sunbear.solar/","not_called",""
"247","Sunlane Electric","Dustin Haschel","Boerne","(210) 414-8695","info@sunlaneelectric.com","https://sunlaneelectric.com","not_called",""
"248","Texas Solar Energy","Gary Goinalka","Boerne","(210) 802-4222","info@texsolarenergy.com","https://texsolarenergy.com","not_called",""
"249","Mammoth Roofing and Solar Of Boerne","Mammoth Roofing and Solar Of Boerne","Boerne","(210) 569-0398","info@mammothroofs.com","https://www.mammothroofs.com/locations/san-antonio-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=boerne","not_called",""
"250","Power Up Sol","Power Up Sol","Boerne","(210) 469-9649","","","not_called",""
"251","RENERGY","RENERGY","Boerne","(830) 755-8699","info@renergysolar.com","http://www.renergysolar.com/","not_called",""
"252","A7 Auto Pros | Tint | Coatings | Details - Brownsville","A7 Auto Pros | Tint | Coatings | Details - Brownsville","Brownsville","(956) 517-7498","info@a7autopros.square.site","https://a7autopros.square.site/","not_called",""
"253","TMD SOLAR ENERGY","TMD SOLAR ENERGY","Brownsville","(956) 435-4991","","","not_called",""
"254","Metro Electric, Inc.","Metro Electric, Inc.","Brownsville","(956) 831-7801","careers@metroelectric-rgv.com","http://www.metroelectric-rgv.com/","not_called",""
"255","EGO CLAIMS & CONSTRUCTION LLC","EGO CLAIMS & CONSTRUCTION LLC","Brownsville","(956) 465-0386","info@egoclaimsconstruction.com","https://egoclaimsconstruction.com/","not_called",""
"256","McAllen Valley Roofing Co.","McAllen Valley Roofing Co.","Brownsville","(956) 431-0251","info@brownsville-roofing.com","https://www.brownsville-roofing.com/","not_called",""
"257","Logans Electric","Logans Electric","Brownsville","(956) 382-4651","info@loganselectric.com","https://www.loganselectric.com/contact/","not_called",""
"258","Solid Structures Inc","Solid Structures Inc","Brownsville","(956) 544-5459","","","not_called",""
"259","Owen Roofing Company","Owen Roofing Company","Brownsville","(956) 546-6638","info@owenroofingco.com","http://www.owenroofingco.com/","not_called",""
"260","Silva Roofing & Construction","Silva Roofing & Construction","Brownsville","(956) 336-2816","info@roofcontractorservice.com","https://roofcontractorservice.com/","not_called",""
"261","Xactman Services LLC","Xactman Services LLC","Brownsville","(956) 382-3985","","","not_called",""
"262","Roofing A-1 & Construction Corp","Roofing A-1 & Construction Corp","Brownsville","(956) 443-6621","info@roofinga-1andconstructioncorp.com","http://www.roofinga-1andconstructioncorp.com/","not_called",""
"263","Enova Electrification","Enova Electrification","Bryan","(281) 713-4858","info@enovaelectrification.com","https://enovaelectrification.com/","not_called",""
"264","Texas Green Energy","Texas Green Energy","Bryan","(979) 209-0010","info@txgreenenergy.com","http://www.txge.com/","not_called",""
"265","Texas Solar Guys","Sean Taylor","Buda","(512) 565-4767","sean@texassolarguys.com","https://texassolarguys.com/","not_called",""
"266","HESOLAR","HESOLAR","Buda","(512) 921-6763","info@hesolarllc.com","https://www.hesolarllc.com/","not_called",""
"267","Texas Solar Guys","Texas Solar Guys","Buda","(512) 565-4767","sean@texassolarguys.com","https://texassolarguys.com/","not_called",""
"268","Best Solar Homes","Best Solar Homes","Buda","(866) 999-3974","info@bestsolarhomes.net","https://www.bestsolarhomes.net/","not_called",""
"269","In Full Light","In Full Light","Bulverde","(210) 260-5180","johnh@iflcm.com","http://iflcm.com/","not_called",""
"270","Sueanne Jones","Sueanne Jones","Burketsville","(903) 753-7291","","","not_called",""
"271","EWS Solar & Construction","EWS Solar & Construction","Burleson","(817) 657-0465","office@energizewithsunrise.com","https://www.energizewithsunrise.com/","not_called",""
"272","SunSoaker Flexible Solar","SunSoaker Flexible Solar","Burleson","(833) 776-2537","","","not_called",""
"273","Solar Water Solutions","Solar Water Solutions","Burleson","(214) 929-8730","","","not_called",""
"274","Boulder Solar Energy Services, LLC","Boulder Solar Energy Services, LLC","Cameron","(254) 310-7726","","","not_called",""
"275","Superb Roofing & Restoration","Superb Roofing & Restoration","Canyon Lake","(830) 240-7318","info@superbroofingllc.com","https://www.superbroofingllc.com/service-areas/roofing-canyon-lake-tx/?utm_campaign=gmb","not_called",""
"276","Dawn to Dusk Solar Texas","Dawn to Dusk Solar Texas","Carrollton","(214) 945-3529","info@solardawntodusk.com","http://solardawntodusk.com/","not_called",""
"277","Harvest Solar Inc","Cristian Valerio","Carrollton","(888) 719-4787","info@harvestsolarinc.com","https://www.harvestsolarinc.com/","not_called",""
"278","Texas Solar Design","Texas Solar Design","Carrollton","(469) 575-4786","","","not_called",""
"279","Quicken Solar","Quicken Solar","Carrollton","(432) 967-8618","info@quickensolar.com","http://quickensolar.com/","not_called",""
"280","Ibergreen","Ibergreen","Castle Hills","(832) 410-1118","","","not_called",""
"281","Texas Solar Professional","Texas Solar Professional","Cedar Hill","(469) 581-0008","info@texassolar.pro","https://www.texassolar.pro/","not_called",""
"282","Good Energy Solar","Good Energy Solar","Cedar Park","(512) 337-3697","info@goodenergysolartx.com","http://goodenergysolartx.com/","not_called",""
"283","SunAura Energy","SunAura Energy","Cedar Park","(512) 862-4101","info@sunauraenergy.com","http://sunauraenergy.com/","not_called",""
"284","Advanced Solar & Electric","Advanced Solar & Electric","Cibolo","(210) 556-1399","info@advancedsolar.com","http://www.advancedsolar.com/","not_called",""
"285","Solar Supply","Solar Supply","Cleburne","(817) 556-4648","info@solarsupply.us","https://solarsupply.us/","not_called",""
"286","Solar Power Systems College Station","Solar Power Systems College Station","College Station","(979) 589-5894","info@solarpowersystemstexas.com","http://www.solarpowersystemstexas.com/location/College-Station","not_called",""
"287","American Solar Wind LLC","American Solar Wind LLC","Colleyville","(817) 263-0000","","","not_called",""
"288","IES Residential","IES Residential","Converse","(210) 651-8294","info@iesresidential.com","https://www.iesresidential.com/","not_called",""
"289","OCI Solar Power Alamo 2 Solar Farm","OCI Solar Power Alamo 2 Solar Farm","Converse","(210) 453-3100","%20lgarza@ocienterprises.com","http://ocisolarpower.com/","not_called",""
"290","Eco-Green Renewable","Gianluca Ferretti","Corpus Christi","(888) 229-0213","pellets@ecogreenrenewable.com","https://ecogreenrenewable.com","not_called",""
"291","View Crystal Solar Contractor","View Crystal Solar Contractor","Crystal City","(830) 850-1006","info@viewcrystalsolarcontractor.com","https://viewcrystalsolarcontractor.com/","not_called",""
"292","GVEC Solar Services","GVEC Solar Services","Cuero","(855) 898-8807","info@gvecsolarservice.com","http://gvecsolarservice.com/","not_called",""
"293","Epic Solar Pro's","Epic Solar Pro's","Denton","(940) 368-3744","info@epicsolarpros.com","https://epicsolarpros.com/","not_called",""
"294","Denton Solar","Denton Solar","Denton","(940) 208-0150","partnerships@dentontxsolar.com","https://dentontxsolar.com/","not_called",""
"295","Solar Power Systems Denton","Solar Power Systems Denton","Denton","(940) 353-6214","info@solarpowersystemstexas.com","http://www.solarpowersystemstexas.com/location/Denton","not_called",""
"296","Solar Smart TX","Solar Smart TX","DeSoto","(469) 558-1701","","","not_called",""
"297","The Solar Cowboys","The Solar Cowboys","DeSoto","(469) 654-1041","info@thesolarcowboys.com","http://www.thesolarcowboys.com/","not_called",""
"298","Guided Path Solar","Guided Path Solar","Dripping Springs","(512) 200-3344","info@guidedpathsolar.com","https://www.guidedpathsolar.com/","not_called",""
"299","NATiVE Solar","NATiVE Solar","Dripping Springs","(855) 234-3131","info@nativesolar.com","https://nativesolar.com/","not_called",""
"300","Willis Construction","Willis Construction","Dumas","(806) 935-6951","gpwillis@cableone.net","http://www.willisconstructiondumas.com/","not_called",""
"301","Evolve Solar Installation","Evolve Solar Installation","Duncanville","(469) 297-9013","info@solarinstallationdallascounty.com","https://solarinstallationdallascounty.com/","not_called",""
"302","Smart Energy Solution","Smart Energy Solution","Eagle Pass","(830) 968-0784","","","not_called",""
"303","Eagle SolarPanels Tiles Installs","Eagle SolarPanels Tiles Installs","Eagle Pass","(281) 533-6728","","","not_called",""
"304","Blevins Solar","Blevins Solar","Eddy","(763) 522-2100","info@mortenson.com","https://www.mortenson.com/industries/solar","not_called",""
"305","JTV Solar","Elijah Nava","Eldorado Springs","(325) 853-1000","info@solarptastx.com","solarptastx.com","not_called",""
"306","Radiant Technologies Solar System LLC","Radiant Technologies Solar System LLC","Ennis","(469) 949-3982","info@radianttechnologiessolarsystemllc.blogspot.com","https://radianttechnologiessolarsystemllc.blogspot.com/2022/01/blog-post.html","not_called",""
"307","Sustainable Eco","Matthew Greenwood","Euless","(682) 231-2982","info@sustainableeco.com","https://sustainableeco.com","not_called",""
"308","Solarize","Solarize","Farmers Branch","(817) 527-1482","info@mysolarize.com","http://mysolarize.com/","not_called",""
"309","Infinity Solar USA - Texas","Infinity Solar USA - Texas","Farmers Branch","(469) 945-6290","sales@infinitysolarusa.com","https://infinitysolarusa.com/","not_called",""
"310","Tech Solar Industries (TSI)","Tech Solar Industries (TSI)","Farmers Branch","(469) 991-5000","info@tsi.solar","https://tsi.solar/","not_called",""
"311","Epicpwr Solar Energy Farmers Branch TX","Epicpwr Solar Energy Farmers Branch TX","Farmers Branch","(945) 221-7100","","","not_called",""
"312","Arvo Solar DFW Rockwall-Fate","Arvo Solar DFW Rockwall-Fate","Fate","(469) 264-8383","info@goarvo.com","https://goarvo.com/dallas-fort-worth","not_called",""
"313","DFW Solar Electric","DFW Solar Electric","Flower Mound","(972) 827-7651","info@dfwsolarelectric.com","https://www.dfwsolarelectric.com/","not_called",""
"314","KA Solar","KA Solar","Flower Mound","(214) 856-8222","info@ka.solar","http://ka.solar/","not_called",""
"315","Texas Solar Panimals","Texas Solar Panimals","Forney","(469) 694-3475","Info@texassolarpanimals.com","https://www.texassolarpanimals.com/","not_called",""
"316","Tesla solar","Tesla solar","Fredericksburg","(254) 318-4664","press@tesla.com","https://www.tesla.com/findus/location/store/fredericksburgremotedrive","not_called",""
"317","Hill Country Solar","Hill Country Solar","Fredericksburg","(512) 924-5525","sales@hillcountrysolar.net","http://hillcountrysolar.com/","not_called",""
"318","Trojan Solar","Trojan Solar","Frisco","(469) 299-9980","info@trojanslr.com","http://www.trojansolarpower.com/","not_called",""
"319","Evolve Solar Installation","Evolve Solar Installation","Frisco","(469) 224-5039","info@friscosolarinstallation.com","https://friscosolarinstallation.com/","not_called",""
"320","Shneyder Solar Frisco","Shneyder Solar Frisco","Frisco","(469) 916-7105","info@shneydersolar.com","https://shneydersolar.com/frisco-tx/","not_called",""
"321","Champion Solar","Champion Solar","Frisco","(972) 801-8662","info@championsolar.net","http://www.championsolar.net/","not_called",""
"322","1 Solar Solution, LLC","1 Solar Solution, LLC","Frisco","(855) 601-7652","","","not_called",""
"323","Infinity Energy","Infinity Energy","Garland","(469) 485-5207","","","not_called",""
"324","Shneyder Solar INC","Shneyder Solar INC","Garland","(945) 215-7283","info@shneydersolar.com","https://shneydersolar.com/","not_called",""
"325","Harvest Solar Inc.","Harvest Solar Inc.","Garland","(888) 719-4787","info@harvestsolarinc.com","https://www.harvestsolarinc.com/","not_called",""
"326","Remington Solar, Inc.","Remington Solar, Inc.","Garland","(214) 257-8300","Dealers@RemingtonSolar.com","https://remingtonsolar.com/","not_called",""
"327","James Electrical Service LLC","James Electrical Service LLC","Gatesville","(254) 258-7665","info@jameselectricalservices.us","http://www.jameselectricalservices.us/","not_called",""
"328","GVEC Solar Services","GVEC Solar Services","Gonzales","(855) 898-8807","info@gvecsolarservice.com","https://gvecsolarservice.com/","not_called",""
"329","CMS RENEWABLE ENERGY","CMS RENEWABLE ENERGY","Grand Prairie","(940) 220-9971","info@cmsnrg.com","https://www.cmsnrg.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4644666292073989109","not_called",""
"330","Sonovus Energy","Sonovus Energy","Grand Prairie","(833) 766-6887","info@sonovusenergy.com","https://www.sonovusenergy.com/","not_called",""
"331","Our World Energy, LLC","Our World Energy, LLC","Grand Prairie","(623) 850-5700","info@ourworldenergy.com","http://ourworldenergy.com/","not_called",""
"332","Solar SME, INC.","Solar SME, INC.","Grand Prairie","(214) 227-9736","info@solarsme.com","https://solarsme.com/","not_called",""
"333","V3 Electric","V3 Electric","Grand Prairie","(844) 837-6937","info@v3electric.com","https://www.v3electric.com/","not_called",""
"334","Solar Recycle USA","Solar Recycle USA","Grand Prairie","(817) 200-6111","info@solarrecycleusa.com","http://www.solarrecycleusa.com/","not_called",""
"335","Sunrun Solar","Sunrun Solar","Grand Prairie","(833) 324-5886","press@sunrun.com","https://www.sunrun.com/?utm_source=google&utm_medium=web&utm_campaign=gbp&utm_term=local","not_called",""
"336","Sunsolar Solutions","Sunsolar Solutions","Grapevine","(817) 591-8228","info@sunsolarsolutions.com","https://sunsolarsolutions.com/","not_called",""
"337","Sunbox Pros","Sunbox Pros","Grapevine","(214) 600-8270","","","not_called",""
"338","Sustainable Roofing & Solar","Sustainable Roofing & Solar","Grapevine","(817) 900-9560","info@sustainableroof.com","https://www.sustainableroof.com/","not_called",""
"339","Freedom Solar Power - Dallas Solar Panel Company & Installers","Freedom Solar Power - Dallas Solar Panel Company & Installers","Grapevine","(972) 441-8230","customerservice@freedomsolarpower.com","https://freedomsolarpower.com/locations/dallas-fort-worth-arlington?utm_source=GMBlisting&utm_medium=organic","not_called",""
"340","SUNPRO SOLAR LLC","SUNPRO SOLAR LLC","Grapevine","(833) 786-7761","","","not_called",""
"341","North Texas Solar","North Texas Solar","Grapevine","(940) 387-2716","info@northtexassolar.com","https://northtexassolar.com/","not_called",""
"342","Diamond M Waterwell Services","Diamond M Waterwell Services","Gruver","(806) 733-5678","info@diamondmwaterwellservicellc.com","http://www.diamondmwaterwellservicellc.com/","not_called",""
"343","Solar CenTex","Solar CenTex","Harker Heights","(254) 393-1340","ninfo@solarcentex.com","https://www.solarcentex.com/","not_called",""
"344","Solar Service","Solar Service","Harker Heights","(844) 248-0335","hello@solarservice-tx.com","https://www.solarservice-tx.com/","not_called",""
"345","Allegiance Solar","Allegiance Solar","Harker Heights","(254) 213-2164","solarsales@allegiance-solar.com","https://allegiance-solar.com/","not_called",""
"346","2H Solar Training","2H Solar Training","Harker Heights","(254) 294-7907","","","not_called",""
"347","Solar Power Home Systems","Solar Power Home Systems","Harlingen","(956) 422-3033","","","not_called",""
"348","Texas Solar Energy Company","Texas Solar Energy Company","Harlingen","(956) 368-1818","","","not_called",""
"349","Aresa Home Solutions","Aresa Home Solutions","Harlingen","(956) 509-7193","info@usmapet.org","https://usmapet.org/details/aresa-home-solutions-ChIJ5cU","not_called",""
"350","RGV Electric","RGV Electric","Harlingen","(956) 443-3004","","","not_called",""
"351","SunSmart Solar Helotes","SunSmart Solar Helotes","Helotes","(210) 898-4890","","","not_called",""
"352","Micro Grid Energy LLC","Micro Grid Energy LLC","Hollywood Park","(210) 987-3429","info@microestx.com","https://microestx.com/","not_called",""
"353","LGCY Power","LGCY Power","Hurst","(817) 616-5344","info@lgcypower.com","https://www.lgcypower.com/state/tx/dallas/","not_called",""
"354","Solarugreen","Solarugreen","Hurst","(682) 718-4741","info@solarugreen.com","https://solarugreen.com/","not_called",""
"355","Elios Solar","Elios Solar","Irving","(214) 865-7519","info@EliosSolar.com","https://www.eliossolar.com/","not_called",""
"356","Bright Earth Solar","Bright Earth Solar","Irving","(817) 682-6463","info@brightearth.solar","https://www.brightearth.solar/","not_called",""
"357","Power Werx Energy","Power Werx Energy","Irving","(682) 718-1428","","","not_called",""
"358","Solio Solar","Solio Solar","Irving","(972) 636-5033","","","not_called",""
"359","Credible Solar","Credible Solar","Irving","(972) 513-5293","credible@crediblesolar.com","https://crediblesolar.com/","not_called",""
"360","Xclusive Solar","Xclusive Solar","Irving","(720) 656-3647","","","not_called",""
"361","Solar White, LLC","Freddy Ferre","Katy","(210) 325-1110","info@solarwhite.com","https://solarwhite.com","not_called",""
"362","Supernova Solar DBA Smartsan Energy","Nicholas Radzykewycz","Katy","(346) 704-2198","","","not_called",""
"363","Power up Solar 21 LLC","Steven Thompson","Katy","(916) 824-4650","info@yahoo.com","www.powerupsolar21@yahoo.com","not_called",""
"364","Solar World LLC","Solar World LLC","Kemp","(903) 910-5497","","","not_called",""
"365","Epik Solar of Kerrville","Epik Solar of Kerrville","Kerrville","(830) 224-3342","sales@epiksolar.com","https://epiksolar.com/locations/Kerrville/","not_called",""
"366","Solar Power Systems Killeen","Solar Power Systems Killeen","Killeen","(254) 414-0753","info@solarpowersystemstexas.com","http://www.solarpowersystemstexas.com/location/Killeen","not_called",""
"367","SolarCentralTexas","SolarCentralTexas","Killeen","(254) 245-2030","info@solarcentraltexas.com","https://solarcentraltexas.com/","not_called",""
"368","2EZ Solar","2EZ Solar","Killeen","(254) 224-5500","info@2ezsolar.com","http://www.2ezsolar.com/","not_called",""
"369","ION Solar - Texas","ION Solar - Texas","Kyle","(888) 781-7074","info@ionsolar.com","https://www.ionsolar.com/texas","not_called",""
"370","Solstema","Solstema","Kyle","(512) 524-3504","info@solstema.com","https://www.solstema.com/","not_called",""
"371","IES Texas Solar","IES Texas Solar","La Feria","(956) 797-3148","iestxsolar@ies-co.com","https://www.iestxsolar.com/","not_called",""
"372","GVEC Solar Services","GVEC Solar Services","La Vernia","(855) 898-8807","info@gvecsolarservice.com","http://gvecsolarservice.com/","not_called",""
"373","Solar Installer Texas","Solar Installer Texas","Lakeway","(512) 812-7409","info@powur.com","https://powur.com/scott.antcliff/solar","not_called",""
"374","SILVER ELECTRIC AND SOLAR","SILVER ELECTRIC AND SOLAR","Leander","(512) 529-8283","info@silverelectricandsolar.com","http://www.silverelectricandsolar.com/contact.html","not_called",""
"375","Power TX","Power TX","Leander","(512) 298-2045","info@powertx.net","https://www.powertx.net/","not_called",""
"376","Destined Energy","Destined Energy","Lewisville","(469) 277-9628","info@destinednrg.com","https://www.destinednrg.com/","not_called",""
"377","THS Home Solar","THS Home Solar","Lewisville","(888) 617-5289","contact@thshomesolar.com","https://thshomesolar.com/","not_called",""
"378","Texas Best Solar","Texas Best Solar","Lewisville","(940) 242-1285","info@texasbestsolar.com","http://www.texasbestsolar.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6322427046039916090","not_called",""
"379","Power On","Power On","Liberty Hill","(512) 648-3268","","","not_called",""
"380","Now Energy LLC","Now Energy LLC","Live Oak","(512) 614-0498","info@nowenergyllc.com","http://www.nowenergyllc.com/","not_called",""
"381","East Texas Power","Jason Maxillom","Livingston","(936) 229-4000","","","not_called",""
"382","Guy Kohlko","Guy Kohlko","Lubbock","(806) 797-7000","","","not_called",""
"383","Solarus","David Neuman","Lubbock","(469) 651-9836","nl@solarus.com","www.solarus.com","not_called",""
"384","Tesla","Nevid Ely","Lubbock","(806) 503-6224","press@tesla.com","https://tesla.com","not_called",""
"385","Travis Lakey","Travis Lakey","Lubbock","(806) 783-0800","","","not_called",""
"386","Clean Green Energy","Andrew Durham","Lubbock","(512) 986-2530","","","not_called",""
"387","GreenMT Solar","Aaron Noffsinger","Lubbock","(806) 334-3150","info@greenmtsolar.com","www.greenmtsolar.com/","not_called",""
"388","Robert Martinez","Robert Martinez","Lubbock","(806) 762-3597","","","not_called",""
"389","Nicolas Lyons","Nicolas Lyons","Lubbock","(806) 730-6596","customerservice@freedomsolarpower.com","freedomsolarpower.com","not_called",""
"390","Signature Solar","Jayla Moulder","Lubbock","(903) 441-2090","","","not_called",""
"391","ARC Solar & EV Solutions","ARC Solar & EV Solutions","Lytle","(210) 461-8128","alejandro@arcsolarevsolutions.com","http://www.arcsolarevsolutions.net/","not_called",""
"392","GreenGo Solar","GreenGo Solar","Manor","(512) 674-1577","micah@micahrich.com","https://greengosolarenergy.com/","not_called",""
"393","Eagle Solar Power","Eagle Solar Power","Mansfield","(817) 917-9965","office@eaglesolarpower.com","https://eaglesolarpower.com/","not_called",""
"394","Freedom Solar and Electric, LLC","Henry Wood","Mansfield","(972) 935-6787","info@advancedsolar.com","advancedsolar.com","not_called",""
"395","SolarWaco","SolarWaco","McGregor","(254) 457-9900","info@solarwaco.com","https://solarwaco.com/","not_called",""
"396","STR Solar","STR Solar","McKinney","(469) 552-5576","","","not_called",""
"397","Semper Solaris","Semper Solaris","McKinney","(972) 716-2998","chat_2@2x.webp","https://texas.sempersolaris.com/locations/dallas/?utm_content=LOCAL%20SEO%20GMB%20DAL","not_called",""
"398","Axium Solar","Axium Solar","McKinney","(972) 633-8680","info@axiumsolar.com","https://www.axiumsolar.com/","not_called",""
"399","Infinity Solar Panel Installations","Infinity Solar Panel Installations","McKinney","(469) 591-1212","support@solutionsforsolar.com","https://dfwsolarpanelinstallation.com/mckinney-solar-energy-company","not_called",""
"400","Magic Valley Elec Co-Op Inc","Magic Valley Elec Co-Op Inc","Mercedes","(866) 225-5683","info@magicvalley.coop","http://www.magicvalley.coop/","not_called",""
"401","NUR Green Living Solutions","NUR Green Living Solutions","Mercedes","(956) 800-9498","","","not_called",""
"402","SunStar Solutions","SunStar Solutions","Mesquite","(469) 423-8088","info@sunstarsolutions.us","http://sunstarsolutions.us/","not_called",""
"403","MayAztil Renovations","Alberto Hernandez","Mesquite","(432) 894-9941","","","not_called",""
"404","RGV Solar","RGV Solar","Mission","(956) 507-0514","info@rgvsolarsystems.com","http://www.rgvsolarsystems.com/","not_called",""
"405","Texas Solar Professional","Weijun Luo","Monterey","(469) 581-0008","info@texassolarpro.com","www.texassolarpro.com","not_called",""
"406","Solar Farm","Solar Farm","Mt Calm","(830) 254-4896","","","not_called",""
"407","Texas Powered by Solar","Texas Powered by Solar","New Braunfels","(830) 832-3332","","","not_called",""
"408","Impact Solar Solutions, LLC","Paul Johnson","New Braunfels","(866) 395-1975","","","not_called",""
"409","Jiles Solar Power, LLC","Jay Richardson","New Braunfels","(830) 401-9972","info@jilesllc.com","https://www.jilesllc.com","not_called",""
"410","Epik Solar of New Braunfels","Epik Solar of New Braunfels","New Braunfels","(830) 224-3347","sales@epiksolar.com","https://epiksolar.com/locations/new-braunfels/","not_called",""
"411","Jiles Solar Power and Jiles Roofing","Jiles Solar Power and Jiles Roofing","New Braunfels","(830) 401-9972","contact@gojiles.com","http://www.gojiles.com/","not_called",""
"412","White Label Solar & Lighting","White Label Solar & Lighting","New Braunfels","(210) 325-1110","admin@whitelabel.solar","https://whitelabel.solar/","not_called",""
"413","Pure Energy","Jarrett Gonzalez","New Cancy","(866) 234-8184","","","not_called",""
"414","Solar Screens Killeen","Solar Screens Killeen","Nolanville","(254) 458-4116","info@solarscreenskillen.com","https://www.solarscreenskillen.com/","not_called",""
"415","Simplicity power","Simplicity power","North Richland Hills","(817) 646-7174","info@simplicitysolar.io","https://www.simplicitysolar.io/","not_called",""
"416","SCS Sales Consultant Services","SCS Sales Consultant Services","Olmito","(956) 551-1420","info@scservicestexas.com","http://scservicestexas.com/","not_called",""
